Age,Gender,Marital Status,Income,home_ownership,length_of_employment,purpose_of_loan,loan_grade,loan_amount,interest_rate,loan_status,loan_percent_income,History_of_Default,Length_of_Default_History,Debt-to-Income Ratio,Length_of_employment in years
26,1,2,52000,OWN,10,PERSONAL USE,A,10000,9,0,0.19,N,3,0.192307692,0.833333333
24,0,3,52000,MORTGAGE,9,BUSINESS USE,B,11300,11.04695559,0,0.22,N,3,0.217307692,0.75
23,0,2,83236,RENT,6,EDUCATION,A,7000,7,0,0.08,N,2,0.084098227,0.5
21,1,1,52000,MORTGAGE,5,DEBT CONSOLIDATION,A,5000,8,0,0.1,N,3,0.096153846,0.416666667
25,0,4,66300,RENT,3,MEDICAL PURPOSES,B,7000,9,1,0.09,N,3,0.105580694,0.25
21,0,2,52000,MORTGAGE,4,PERSONAL USE,D,2000,16,0,0.04,N,4,0.038461538,0.333333333
25,0,2,52000,MORTGAGE,8,EDUCATION,C,3900,11.04695559,0,0.07,N,4,0.075,0.666666667
21,0,1,52000,MORTGAGE,5,DEBT CONSOLIDATION,A,13250,6,0,0.25,N,2,0.254807692,0.416666667
26,0,1,52000,MORTGAGE,6,PERSONAL USE,B,3300,11,0,0.06,N,2,0.063461538,0.5
26,0,4,85000,RENT,10,EDUCATION,B,7000,12,0,0.08,N,4,0.082352941,0.833333333
24,1,3,27311,RENT,1,MEDICAL PURPOSES,C,6250,13,0,0.23,Y,4,0.22884552,0.083333333
25,1,1,52000,MORTGAGE,3,PERSONAL USE,A,6000,8,0,0.12,N,3,0.115384615,0.25
22,1,2,28500,RENT,2,HOME RENOVATIONS,D,6250,15,1,0.22,N,4,0.219298246,0.166666667
24,0,3,29000,RENT,0,DEBT CONSOLIDATION,B,6250,11,0,0.22,N,2,0.215517241,0
22,1,4,29100,RENT,2,PERSONAL USE,D,6250,16,1,0.21,Y,3,0.214776632,0.166666667
25,1,3,29120,RENT,1,BUSINESS USE,C,6250,16,0,0.21,Y,3,0.214629121,0.083333333
26,1,0,46000,MORTGAGE,8,HOME RENOVATIONS,B,7000,10,1,0.15,N,3,0.152173913,0.666666667
24,0,3,46000,MORTGAGE,4.778936496,MEDICAL PURPOSES,D,10000,16,1,0.22,N,3,0.217391304,0.398244708
25,0,2,46000,MORTGAGE,5,MEDICAL PURPOSES,B,6000,11,1,0.13,N,3,0.130434783,0.416666667
23,0,2,38400,RENT,3,DEBT CONSOLIDATION,A,6250,9,0,0.16,N,4,0.162760417,0.25
26,1,1,52000,OWN,10,BUSINESS USE,A,8000,8,0,0.15,N,3,0.153846154,0.833333333
23,1,3,54000,RENT,3,DEBT CONSOLIDATION,A,6250,7,0,0.12,N,3,0.115740741,0.25
24,0,3,12624,RENT,4.778936496,BUSINESS USE,C,6300,14,1,0.5,N,3,0.49904943,0.398244708
21,1,0,30000,RENT,2,DEBT CONSOLIDATION,B,6300,12,0,0.21,N,3,0.21,0.166666667
24,0,3,90000,RENT,0,MEDICAL PURPOSES,C,7000,14,0,0.08,N,4,0.077777778,0
22,0,3,90000,RENT,2,PERSONAL USE,B,7000,9,0,0.08,N,3,0.077777778,0.166666667
24,1,2,46000,MORTGAGE,8,PERSONAL USE,C,29100,13,1,0.63,Y,2,0.632608696,0.666666667
22,1,1,52000,MORTGAGE,0,EDUCATION,C,20000,14,0,0.38,Y,3,0.384615385,0
22,1,1,52000,MORTGAGE,6,BUSINESS USE,C,2650,13,0,0.05,Y,3,0.050961538,0.5
25,0,2,90000,RENT,3,PERSONAL USE,C,7000,13,0,0.08,N,2,0.077777778,0.25
25,0,2,95000,RENT,1,DEBT CONSOLIDATION,A,7000,7,0,0.07,N,2,0.073684211,0.083333333
22,0,3,70550,RENT,0,MEDICAL PURPOSES,E,7000,16,1,0.08,N,3,0.099220411,0
24,1,0,96000,RENT,6,DEBT CONSOLIDATION,B,7000,10,0,0.07,N,2,0.072916667,0.5
26,1,3,97000,RENT,2,DEBT CONSOLIDATION,A,7000,8,0,0.07,N,4,0.072164948,0.166666667
26,1,2,99100,RENT,2,PERSONAL USE,A,7000,7,0,0.07,N,3,0.070635721,0.166666667
26,0,2,100840,RENT,10,DEBT CONSOLIDATION,B,7000,10,0,0.07,N,3,0.069416898,0.833333333
24,1,2,52000,MORTGAGE,6,BUSINESS USE,A,9000,6,0,0.17,N,2,0.173076923,0.5
22,1,1,105000,RENT,6,MEDICAL PURPOSES,A,7000,8,0,0.07,N,3,0.066666667,0.5
24,0,3,110000,RENT,1,MEDICAL PURPOSES,A,7000,8,0,0.06,N,2,0.063636364,0.083333333
24,0,3,52000,MORTGAGE,8,EDUCATION,A,3000,8,0,0.06,N,4,0.057692308,0.666666667
24,1,3,52000,MORTGAGE,8,HOME RENOVATIONS,B,15000,10,0,0.29,N,2,0.288461538,0.666666667
23,1,4,111000,RENT,7,EDUCATION,A,7000,8,0,0.06,N,3,0.063063063,0.583333333
24,0,3,52000,MORTGAGE,8,MEDICAL PURPOSES,A,14500,7,0,0.28,N,4,0.278846154,0.666666667
22,1,1,115200,RENT,0,DEBT CONSOLIDATION,A,7000,8,0,0.06,N,2,0.060763889,0
25,0,1,52000,MORTGAGE,9,DEBT CONSOLIDATION,B,8500,11,0,0.16,N,3,0.163461538,0.75
22,1,1,52000,MORTGAGE,6,EDUCATION,C,9750,13,0,0.19,N,3,0.1875,0.5
26,0,3,52000,OWN,10,EDUCATION,D,5000,16,0,0.1,Y,4,0.096153846,0.833333333
24,1,3,118000,RENT,5,HOME RENOVATIONS,A,7000,8,0,0.06,N,2,0.059322034,0.416666667
26,1,3,52000,MORTGAGE,7,BUSINESS USE,B,6500,11,0,0.13,N,2,0.125,0.583333333
23,0,1,120000,RENT,1,PERSONAL USE,B,7000,11,0,0.06,N,2,0.058333333,0.083333333
25,0,2,52000,MORTGAGE,7,MEDICAL PURPOSES,A,6000,8,0,0.12,N,2,0.115384615,0.583333333
25,0,2,52000,MORTGAGE,9,HOME RENOVATIONS,A,24500,6,0,0.47,N,3,0.471153846,0.75
26,0,2,150000,RENT,3,MEDICAL PURPOSES,B,7000,10,0,0.05,N,4,0.046666667,0.25
22,1,3,28000,RENT,0,EDUCATION,C,6975,12,0,0.25,N,4,0.249107143,0
26,0,3,52000,MORTGAGE,10,HOME RENOVATIONS,B,10750,10,0,0.21,N,2,0.206730769,0.833333333
24,0,1,25000,RENT,0,MEDICAL PURPOSES,D,6950,14,1,0.28,Y,3,0.278,0
23,0,2,30000,RENT,0,EDUCATION,C,6300,14,0,0.21,N,4,0.21,0
24,0,2,52000,OWN,4,DEBT CONSOLIDATION,D,7000,14,0,0.13,Y,4,0.134615385,0.333333333
22,0,3,30000,RENT,0,BUSINESS USE,C,6300,13,0,0.21,Y,3,0.21,0
26,0,2,37000,RENT,10,PERSONAL USE,B,6300,11,0,0.17,N,3,0.17027027,0.833333333
21,1,4,42504,RENT,0,EDUCATION,A,6300,7,0,0.15,N,3,0.148221344,0
24,0,1,46000,MORTGAGE,6,DEBT CONSOLIDATION,D,12000,15,1,0.26,Y,3,0.260869565,0.5
22,1,3,50724,RENT,7,EDUCATION,C,6300,16,0,0.12,Y,4,0.124201561,0.583333333
24,0,3,52000,MORTGAGE,0,EDUCATION,C,1200,14,0,0.02,Y,2,0.023076923,0
24,0,1,46000,MORTGAGE,9,EDUCATION,A,12000,8,1,0.26,N,4,0.260869565,0.75
25,0,2,52000,MORTGAGE,5,HOME RENOVATIONS,A,12000,8,0,0.23,N,3,0.230769231,0.416666667
22,1,0,52000,MORTGAGE,5,BUSINESS USE,C,3000,14,0,0.06,N,2,0.057692308,0.416666667
25,0,2,54503,RENT,9,EDUCATION,A,6300,8,0,0.12,N,2,0.115589968,0.75
24,1,2,58650,RENT,6,MEDICAL PURPOSES,D,6300,15,1,0.09,Y,2,0.10741688,0.5
25,1,4,84000,RENT,5,BUSINESS USE,A,6300,8,0,0.07,N,3,0.075,0.416666667
25,1,2,25000,RENT,3,MEDICAL PURPOSES,A,6325,9,0,0.25,N,4,0.253,0.25
26,1,2,55000,RENT,5,PERSONAL USE,B,6325,11,0,0.12,N,4,0.115,0.416666667
22,0,4,60200,RENT,2,DEBT CONSOLIDATION,A,6325,8,0,0.11,N,3,0.105066445,0.166666667
23,1,0,74415,RENT,1,PERSONAL USE,D,6350,13,1,0.09,Y,3,0.085332258,0.083333333
26,0,2,32000,RENT,7,DEBT CONSOLIDATION,B,6375,11,0,0.2,N,2,0.19921875,0.583333333
25,1,1,44000,RENT,4,EDUCATION,A,6375,11.04695559,0,0.14,N,2,0.144886364,0.333333333
23,0,3,52000,OWN,2,EDUCATION,B,6000,11,0,0.12,N,4,0.115384615,0.166666667
24,0,1,52000,MORTGAGE,2,MEDICAL PURPOSES,A,4800,11.04695559,0,0.09,N,2,0.092307692,0.166666667
25,0,3,18000,RENT,2,MEDICAL PURPOSES,A,6500,11.04695559,1,0.36,N,3,0.361111111,0.166666667
22,1,1,20000,RENT,1,DEBT CONSOLIDATION,B,6500,11,1,0.33,N,2,0.325,0.083333333
24,1,2,52000,MORTGAGE,8,EDUCATION,C,12000,14,0,0.23,Y,4,0.230769231,0.666666667
21,1,2,21000,RENT,6,EDUCATION,B,6500,12,1,0.31,N,4,0.30952381,0.5
22,0,2,52000,MORTGAGE,2,MEDICAL PURPOSES,B,18000,10,0,0.35,N,4,0.346153846,0.166666667
24,0,1,21600,RENT,4.778936496,BUSINESS USE,C,6500,15,1,0.3,Y,4,0.300925926,0.398244708
24,1,4,52000,MORTGAGE,7,MEDICAL PURPOSES,C,5000,14,0,0.1,N,2,0.096153846,0.583333333
26,0,0,52000,MORTGAGE,2,HOME RENOVATIONS,B,10000,10,0,0.19,N,4,0.192307692,0.166666667
26,0,2,52000,MORTGAGE,6,PERSONAL USE,A,6500,7,0,0.13,N,4,0.125,0.5
24,0,0,52000,OWN,8,EDUCATION,B,4000,11,0,0.08,N,4,0.076923077,0.666666667
26,0,1,52000,MORTGAGE,3,HOME RENOVATIONS,D,2500,15,0,0.05,N,4,0.048076923,0.25
24,0,0,24000,RENT,0,EDUCATION,B,6500,11,0,0.27,N,2,0.270833333,0
22,0,2,52000,MORTGAGE,5,BUSINESS USE,A,3900,8,0,0.07,N,3,0.075,0.416666667
24,1,3,52000,MORTGAGE,7,BUSINESS USE,B,7800,11,0,0.15,N,3,0.15,0.583333333
24,0,3,52000,MORTGAGE,8,PERSONAL USE,B,5000,11,0,0.1,N,3,0.096153846,0.666666667
21,0,4,24000,RENT,1,BUSINESS USE,B,6500,13,0,0.27,N,2,0.270833333,0.083333333
26,0,1,25000,RENT,4,MEDICAL PURPOSES,D,6500,14,1,0.26,Y,2,0.26,0.333333333
24,1,4,52000,MORTGAGE,3,BUSINESS USE,A,3500,7,0,0.07,N,3,0.067307692,0.25
22,1,1,52000,MORTGAGE,0,EDUCATION,A,10000,8,0,0.19,N,3,0.192307692,0
26,1,2,25596,RENT,0,MEDICAL PURPOSES,B,6500,10,0,0.25,N,4,0.253945929,0
24,1,2,52000,MORTGAGE,8,BUSINESS USE,B,8400,11,0,0.16,N,4,0.161538462,0.666666667
25,0,1,46000,OWN,0,DEBT CONSOLIDATION,E,19750,17,1,0.43,Y,4,0.429347826,0
22,1,1,46000,MORTGAGE,0,MEDICAL PURPOSES,B,8000,13,1,0.17,N,3,0.173913043,0
23,1,3,52000,OWN,1,PERSONAL USE,B,10000,11,0,0.19,N,2,0.192307692,0.083333333
24,0,4,52000,OWN,8,PERSONAL USE,A,5000,7,0,0.1,N,2,0.096153846,0.666666667
26,0,4,28000,RENT,7,MEDICAL PURPOSES,A,6500,8,0,0.23,N,3,0.232142857,0.583333333
24,1,2,30000,RENT,0,BUSINESS USE,B,6500,11,0,0.22,N,3,0.216666667,0
22,0,0,30000,RENT,4,EDUCATION,C,6500,14,0,0.22,Y,3,0.216666667,0.333333333
22,1,2,52000,MORTGAGE,0,DEBT CONSOLIDATION,A,3000,7,0,0.06,N,2,0.057692308,0
22,1,2,31000,RENT,2,EDUCATION,A,6500,8,0,0.21,N,3,0.209677419,0.166666667
26,1,2,32000,RENT,2,MEDICAL PURPOSES,C,6500,14,0,0.2,Y,2,0.203125,0.166666667
23,1,2,32000,RENT,0,EDUCATION,A,6500,8,0,0.2,N,4,0.203125,0
22,1,1,32200,RENT,5,PERSONAL USE,B,6500,12,0,0.2,N,2,0.201863354,0.416666667
22,0,4,33000,RENT,4,MEDICAL PURPOSES,A,6500,6,0,0.2,N,4,0.196969697,0.333333333
23,1,2,33000,RENT,0,EDUCATION,A,6500,8,0,0.2,N,2,0.196969697,0
24,0,1,46000,MORTGAGE,2,PERSONAL USE,B,15250,13,1,0.33,N,2,0.331521739,0.166666667
25,0,3,35000,RENT,4.778936496,MEDICAL PURPOSES,C,6500,13,0,0.19,Y,2,0.185714286,0.398244708
22,0,3,52000,MORTGAGE,6,PERSONAL USE,A,4800,9,0,0.09,N,2,0.092307692,0.5
21,0,4,52000,MORTGAGE,1,EDUCATION,C,16000,13,0,0.31,N,4,0.307692308,0.083333333
22,1,1,36000,RENT,0,PERSONAL USE,C,6500,11.04695559,0,0.18,N,3,0.180555556,0
26,1,4,46000,MORTGAGE,3,EDUCATION,G,5000,19,1,0.11,N,3,0.108695652,0.25
24,0,2,38000,RENT,8,PERSONAL USE,C,6500,11,0,0.17,Y,3,0.171052632,0.666666667
26,1,1,52000,MORTGAGE,0,EDUCATION,B,3600,12,0,0.07,N,2,0.069230769,0
25,1,0,52000,MORTGAGE,3,MEDICAL PURPOSES,A,6000,9,0,0.12,N,2,0.115384615,0.25
26,0,4,52000,MORTGAGE,10,PERSONAL USE,A,3000,10,0,0.06,N,3,0.057692308,0.833333333
21,0,1,52000,MORTGAGE,5,EDUCATION,C,7000,13,0,0.13,N,3,0.134615385,0.416666667
23,0,3,52000,OWN,3,MEDICAL PURPOSES,C,9250,13,0,0.18,N,3,0.177884615,0.25
22,0,3,34000,RENT,1,PERSONAL USE,C,6500,13,1,0.19,Y,3,0.191176471,0.083333333
26,1,2,52000,MORTGAGE,7,DEBT CONSOLIDATION,B,3600,11,0,0.07,N,3,0.069230769,0.583333333
25,0,1,40000,RENT,1,DEBT CONSOLIDATION,B,6500,12,0,0.16,N,4,0.1625,0.083333333
26,1,3,40100,RENT,3,BUSINESS USE,D,6500,11.04695559,0,0.16,N,4,0.162094763,0.25
21,0,4,40116,RENT,2,BUSINESS USE,A,6500,6,0,0.16,N,3,0.162030113,0.166666667
24,1,4,52000,MORTGAGE,8,PERSONAL USE,A,5000,8,0,0.1,N,2,0.096153846,0.666666667
22,1,3,52000,MORTGAGE,0,EDUCATION,C,6400,11,0,0.12,Y,4,0.123076923,0
22,0,2,35325,RENT,2,HOME RENOVATIONS,D,6500,16,1,0.18,N,2,0.184005662,0.166666667
20,0,2,42000,RENT,4,BUSINESS USE,B,6500,12,0,0.15,N,2,0.154761905,0.333333333
25,0,2,42000,RENT,2,MEDICAL PURPOSES,C,6500,13,0,0.15,Y,3,0.154761905,0.166666667
23,0,2,36000,RENT,4,DEBT CONSOLIDATION,D,6500,17,1,0.18,Y,2,0.180555556,0.333333333
22,1,1,42000,RENT,2,EDUCATION,A,6500,6,0,0.15,N,2,0.154761905,0.166666667
23,1,1,42000,RENT,2,PERSONAL USE,B,6500,10,0,0.15,N,3,0.154761905,0.166666667
25,0,2,52160,MORTGAGE,5,HOME RENOVATIONS,B,1750,12,0,0.03,N,2,0.033550613,0.416666667
23,1,1,52176,MORTGAGE,3,EDUCATION,B,7500,11,0,0.14,N,3,0.14374425,0.25
21,1,1,43000,RENT,5,EDUCATION,C,6500,13,0,0.15,N,3,0.151162791,0.416666667
23,1,2,52250,MORTGAGE,2,BUSINESS USE,C,4750,13,0,0.09,Y,4,0.090909091,0.166666667
23,1,2,44724,RENT,7,BUSINESS USE,B,6500,11,0,0.15,N,3,0.145335838,0.583333333
21,0,3,45000,RENT,3,BUSINESS USE,B,6500,11,0,0.14,N,2,0.144444444,0.25
26,0,3,45600,RENT,2,MEDICAL PURPOSES,B,6500,11,0,0.14,N,4,0.14254386,0.166666667
22,1,1,46320,MORTGAGE,6,DEBT CONSOLIDATION,D,15000,13,1,0.32,Y,4,0.323834197,0.5
23,1,2,52360,MORTGAGE,4.778936496,BUSINESS USE,D,15000,16,0,0.29,Y,2,0.286478228,0.398244708
22,1,0,46500,MORTGAGE,0,DEBT CONSOLIDATION,B,9500,13,1,0.2,N,4,0.204301075,0
22,0,4,52500,MORTGAGE,3,DEBT CONSOLIDATION,B,4000,11,0,0.08,N,4,0.076190476,0.25
22,1,3,45012,RENT,6,MEDICAL PURPOSES,D,6500,14,1,0.14,N,2,0.144405936,0.5
22,0,0,52500,MORTGAGE,6,DEBT CONSOLIDATION,C,8000,15,0,0.15,N,3,0.152380952,0.5
23,0,3,46500,MORTGAGE,1,MEDICAL PURPOSES,A,5000,7,1,0.11,N,3,0.107526882,0.083333333
22,1,3,53000,RENT,2,EDUCATION,B,6500,11,0,0.12,N,4,0.122641509,0.166666667
21,1,1,55404,RENT,5,DEBT CONSOLIDATION,C,6500,14,0,0.12,N,4,0.117320049,0.416666667
22,0,3,59000,RENT,2,EDUCATION,B,6500,11,0,0.11,N,3,0.110169492,0.166666667
26,1,4,52500,MORTGAGE,0,PERSONAL USE,B,15250,10,0,0.29,N,2,0.29047619,0
25,1,0,52500,MORTGAGE,9,HOME RENOVATIONS,A,7000,6,0,0.13,N,4,0.133333333,0.75
22,1,3,60000,RENT,3,PERSONAL USE,B,6500,9,0,0.11,N,2,0.108333333,0.25
25,0,0,52500,MORTGAGE,4,DEBT CONSOLIDATION,A,9000,8,0,0.17,N,4,0.171428571,0.333333333
21,1,1,62467,RENT,0,MEDICAL PURPOSES,B,6500,11.04695559,0,0.1,N,4,0.104054941,0
22,1,2,63211,RENT,7,DEBT CONSOLIDATION,B,6500,12,0,0.1,N,2,0.102830204,0.583333333
25,0,3,66000,RENT,7,DEBT CONSOLIDATION,B,6500,10,0,0.1,N,3,0.098484848,0.583333333
22,0,1,52584,MORTGAGE,2,PERSONAL USE,D,6400,15,0,0.12,N,4,0.121710026,0.166666667
25,1,3,46645,MORTGAGE,9,PERSONAL USE,B,2000,13,1,0.04,N,3,0.04287705,0.75
23,0,1,70000,RENT,6,BUSINESS USE,C,6500,13,0,0.09,N,3,0.092857143,0.5
25,1,3,72600,RENT,5,HOME RENOVATIONS,A,6500,8,0,0.09,N,2,0.08953168,0.416666667
24,1,2,73000,RENT,2,DEBT CONSOLIDATION,A,6500,11.04695559,0,0.09,N,4,0.089041096,0.166666667
26,0,1,52700,MORTGAGE,7,PERSONAL USE,A,4000,7,0,0.08,N,3,0.075901328,0.583333333
22,0,3,52700,MORTGAGE,2,EDUCATION,A,5000,10,0,0.09,N,4,0.09487666,0.166666667
25,0,4,52704,MORTGAGE,6,DEBT CONSOLIDATION,A,11000,9,0,0.21,N,3,0.208712811,0.5
24,0,4,52739,MORTGAGE,8,HOME RENOVATIONS,A,8000,9,0,0.15,N,2,0.1516904,0.666666667
23,1,3,52780,MORTGAGE,2,PERSONAL USE,A,8000,8,0,0.15,N,2,0.151572565,0.166666667
25,0,2,75000,RENT,2,EDUCATION,C,6500,14,0,0.09,Y,2,0.086666667,0.166666667
23,1,0,52800,MORTGAGE,7,EDUCATION,B,2625,12,0,0.05,N,3,0.049715909,0.583333333
23,0,1,80000,RENT,6,BUSINESS USE,A,6500,8,0,0.08,N,3,0.08125,0.5
23,0,0,84000,RENT,4,BUSINESS USE,D,6500,11.04695559,0,0.08,N,3,0.077380952,0.333333333
25,0,3,84000,RENT,4,EDUCATION,B,6500,12,0,0.08,N,4,0.077380952,0.333333333
24,0,3,52800,MORTGAGE,8,DEBT CONSOLIDATION,A,3600,8,0,0.07,N,3,0.068181818,0.666666667
25,1,2,85296,RENT,7,DEBT CONSOLIDATION,C,6500,13,0,0.08,Y,4,0.076205215,0.583333333
25,0,3,46800,MORTGAGE,0,MEDICAL PURPOSES,A,6000,5,1,0.13,N,4,0.128205128,0
22,0,1,52800,MORTGAGE,5,BUSINESS USE,B,4000,11,0,0.08,N,2,0.075757576,0.416666667
22,1,2,52800,OWN,5,EDUCATION,D,4800,17,0,0.09,Y,3,0.090909091,0.416666667
24,0,1,91700,RENT,1,EDUCATION,B,6500,10,0,0.07,N,3,0.070883315,0.083333333
23,1,0,92000,RENT,0,PERSONAL USE,A,6500,8,0,0.07,N,2,0.070652174,0
22,0,3,52800,OWN,4.778936496,MEDICAL PURPOSES,A,7000,7,0,0.13,N,4,0.132575758,0.398244708
24,1,1,95000,RENT,8,PERSONAL USE,A,6500,8,0,0.07,N,2,0.068421053,0.666666667
26,1,3,52800,MORTGAGE,10,MEDICAL PURPOSES,A,1925,7,0,0.04,N,4,0.036458333,0.833333333
22,1,2,52800,MORTGAGE,6,PERSONAL USE,A,7000,7,0,0.13,N,2,0.132575758,0.5
24,1,0,52800,MORTGAGE,8,EDUCATION,A,4000,8,0,0.08,N,4,0.075757576,0.666666667
22,1,2,52800,MORTGAGE,6,PERSONAL USE,C,6000,14,0,0.11,Y,3,0.113636364,0.5
22,0,4,47000,RENT,0,BUSINESS USE,B,6550,11,0,0.14,N,2,0.139361702,0
23,1,3,45000,RENT,2,MEDICAL PURPOSES,A,6575,8,0,0.15,N,4,0.146111111,0.166666667
24,1,0,86000,RENT,8,EDUCATION,A,6575,7,0,0.08,N,3,0.076453488,0.666666667
24,1,3,21600,RENT,0,EDUCATION,C,6600,13,1,0.31,Y,4,0.305555556,0
26,1,1,46800,MORTGAGE,0,MEDICAL PURPOSES,C,5000,13,1,0.11,N,4,0.106837607,0
23,0,4,21888,RENT,8,EDUCATION,B,6600,11,0,0.3,N,2,0.301535088,0.666666667
26,1,4,29000,RENT,11,EDUCATION,A,6600,11.04695559,0,0.23,N,3,0.227586207,0.916666667
24,1,2,30000,RENT,2,HOME RENOVATIONS,C,6600,13,1,0.22,N,2,0.22,0.166666667
22,0,0,30004,RENT,6,MEDICAL PURPOSES,B,6600,10,0,0.22,N,2,0.219970671,0.5
23,0,1,34800,RENT,6,EDUCATION,A,6600,7,0,0.19,N,3,0.189655172,0.5
26,1,1,35000,RENT,0,MEDICAL PURPOSES,A,6600,9,0,0.19,N,4,0.188571429,0
25,0,2,36000,RENT,1,MEDICAL PURPOSES,B,6600,11,0,0.18,N,4,0.183333333,0.083333333
25,1,1,53000,OWN,4,HOME RENOVATIONS,B,7200,10,0,0.14,N,3,0.135849057,0.333333333
22,1,2,39000,RENT,3,MEDICAL PURPOSES,B,6600,11.04695559,0,0.17,N,2,0.169230769,0.25
25,1,2,53000,MORTGAGE,4,HOME RENOVATIONS,A,6000,7,0,0.11,N,3,0.113207547,0.333333333
26,0,3,41000,RENT,3,DEBT CONSOLIDATION,C,6600,14,0,0.16,Y,4,0.16097561,0.25
26,1,2,41000,RENT,1,DEBT CONSOLIDATION,A,6600,8,0,0.16,N,2,0.16097561,0.083333333
25,1,0,42000,RENT,2,MEDICAL PURPOSES,B,6600,11,0,0.16,N,4,0.157142857,0.166666667
22,1,1,41838,RENT,0,MEDICAL PURPOSES,D,6600,17,1,0.16,N,3,0.157751327,0
23,1,2,48000,RENT,3,EDUCATION,B,6600,11,0,0.14,N,2,0.1375,0.25
26,0,0,53000,OWN,2,HOME RENOVATIONS,B,2500,10,0,0.05,N,2,0.047169811,0.166666667
23,0,0,52000,RENT,8,DEBT CONSOLIDATION,A,6600,7,0,0.13,N,3,0.126923077,0.666666667
24,1,2,53000,MORTGAGE,8,HOME RENOVATIONS,A,8000,6,0,0.15,N,2,0.150943396,0.666666667
25,0,3,47000,MORTGAGE,9,EDUCATION,A,12000,7,1,0.26,N,2,0.255319149,0.75
22,0,1,53000,MORTGAGE,6,DEBT CONSOLIDATION,C,1000,15,0,0.02,Y,4,0.018867925,0.5
24,1,1,52000,RENT,3,HOME RENOVATIONS,A,6600,11.04695559,0,0.13,N,3,0.126923077,0.25
21,0,1,53000,OWN,5,MEDICAL PURPOSES,A,3000,8,0,0.06,N,4,0.056603774,0.416666667
26,1,2,53000,MORTGAGE,10,MEDICAL PURPOSES,C,11500,15,0,0.22,N,4,0.216981132,0.833333333
26,0,4,54000,RENT,2,PERSONAL USE,C,6600,12,0,0.12,Y,4,0.122222222,0.166666667
22,1,3,60000,RENT,0,DEBT CONSOLIDATION,B,6600,11,0,0.11,N,2,0.11,0
25,0,1,53000,MORTGAGE,9,BUSINESS USE,A,10800,8,0,0.2,N,2,0.203773585,0.75
22,0,3,60000,RENT,4,PERSONAL USE,B,6600,11,0,0.11,N,2,0.11,0.333333333
26,1,2,53000,MORTGAGE,3,HOME RENOVATIONS,A,2800,6,0,0.05,N,4,0.052830189,0.25
22,0,3,64000,RENT,5,MEDICAL PURPOSES,A,6600,9,0,0.1,N,3,0.103125,0.416666667
26,0,3,53000,MORTGAGE,10,BUSINESS USE,A,12000,6,0,0.23,N,4,0.226415094,0.833333333
22,1,2,53000,MORTGAGE,0,DEBT CONSOLIDATION,A,5025,7,0,0.09,N,3,0.094811321,0
23,1,2,70000,RENT,3,BUSINESS USE,C,6600,13,0,0.09,Y,3,0.094285714,0.25
26,0,3,53000,OWN,3,BUSINESS USE,B,6000,10,0,0.11,N,2,0.113207547,0.25
25,1,4,97000,RENT,0,BUSINESS USE,A,6600,11.04695559,0,0.07,N,2,0.068041237,0
25,0,4,101877,RENT,9,BUSINESS USE,B,6600,11,0,0.06,N,2,0.064784004,0.75
25,0,1,53000,MORTGAGE,9,BUSINESS USE,C,12375,13,0,0.23,Y,3,0.233490566,0.75
24,1,3,53000,MORTGAGE,4,BUSINESS USE,A,15000,11.04695559,0,0.28,N,2,0.283018868,0.333333333
22,1,1,53000,MORTGAGE,6,BUSINESS USE,C,7350,15,0,0.14,Y,4,0.138679245,0.5
25,1,1,13200,RENT,0,DEBT CONSOLIDATION,A,6625,9,1,0.5,N,3,0.501893939,0
23,1,3,16800,RENT,7,EDUCATION,A,6625,6,1,0.39,N,3,0.394345238,0.583333333
21,0,1,28000,RENT,2,DEBT CONSOLIDATION,C,6625,13,1,0.24,N,2,0.236607143,0.166666667
22,1,4,47000,MORTGAGE,6,MEDICAL PURPOSES,B,24000,10,1,0.51,N,4,0.510638298,0.5
26,0,1,28000,RENT,8,EDUCATION,D,6625,13,0,0.24,N,2,0.236607143,0.666666667
24,0,1,53000,MORTGAGE,8,BUSINESS USE,A,6850,7,0,0.13,N,2,0.129245283,0.666666667
22,1,1,53000,MORTGAGE,6,PERSONAL USE,A,5000,5,0,0.09,N,3,0.094339623,0.5
24,1,4,50000,RENT,3,MEDICAL PURPOSES,C,6625,11,0,0.13,N,2,0.1325,0.25
24,1,3,53000,MORTGAGE,8,HOME RENOVATIONS,D,10000,15,0,0.19,N,4,0.188679245,0.666666667
24,1,1,57100,RENT,3,BUSINESS USE,C,6625,11,0,0.12,Y,4,0.116024518,0.25
25,1,3,34000,RENT,0,BUSINESS USE,A,6650,9,0,0.2,N,3,0.195588235,0
24,0,1,56000,RENT,2,BUSINESS USE,B,6650,13,0,0.12,N,2,0.11875,0.166666667
21,0,3,53000,MORTGAGE,5,BUSINESS USE,C,18000,14,0,0.34,Y,3,0.339622642,0.416666667
22,1,2,72321,RENT,6,PERSONAL USE,B,6650,11.04695559,0,0.09,N,4,0.091951162,0.5
22,1,1,12000,RENT,0,EDUCATION,A,6700,8,1,0.56,N,4,0.558333333,0
21,0,1,21600,RENT,4.778936496,DEBT CONSOLIDATION,A,6700,7,1,0.31,N,4,0.310185185,0.398244708
23,0,3,24996,RENT,0,EDUCATION,C,6700,14,0,0.27,Y,3,0.268042887,0
22,1,3,53000,MORTGAGE,4,BUSINESS USE,D,6600,14,0,0.12,Y,4,0.124528302,0.333333333
